Probability_of_Default,Internal_Score,Prediction,Actual_Status,Rating
0.055110144797868126,595.5565649593801,Not Default,Not Default,Good
0.6727338488137476,492.77000898091376,Default,Not Default,Fair
0.14751543079563362,564.1775950074871,Not Default,Not Default,Good
0.45356678133656414,518.9360422495387,Not Default,Not Default,Fair
0.3002870047349487,537.969862983763,Not Default,Not Default,Fair
0.11486432820176519,572.4807936116641,Not Default,Not Default,Good
0.10046077374087604,576.8125161591975,Not Default,Not Default,Good
0.5969627659083823,502.2268816375806,Default,Not Default,Fair
0.1695751171497497,559.3999417776448,Not Default,Not Default,Good
0.6242567453445255,498.91359210165723,Default,Not Default,Fair
0.3035255998735558,537.5264805934002,Not Default,Not Default,Fair
0.303574802320215,537.5197652087711,Not Default,Not Default,Fair
0.6693739687751947,493.2091954969149,Default,Default,Fair
0.40119815393521074,525.1167121333306,Not Default,Not Default,Fair
0.4163987197073196,523.3017864101614,Not Default,Not Default,Fair
0.810695648674835,471.59238157122536,Default,Not Default,Fair
0.6823131193300457,491.50486923892635,Default,Not Default,Fair
0.18557562276840817,556.2369087871434,Not Default,Not Default,Good
0.6186389973160334,499.60262897903215,Default,Not Default,Fair
0.595922362719896,502.35160057857837,Default,Not Default,Fair
0.5254187588772951,510.62518543045564,Default,Not Default,Fair
0.20059708664818893,553.4538816477606,Not Default,Not Default,Good
0.1754918594771833,558.2040306581516,Not Default,Default,Good
0.8026298812682691,473.0848124812022,Default,Default,Fair
0.5969513353616585,502.22825244713783,Default,Not Default,Fair
0.0658683118457576,590.0808274227116,Not Default,Not Default,Good
0.8097935023228781,471.7616873848728,Default,Default,Fair
0.17737764389452226,557.8295599320861,Not Default,Not Default,Good
0.6612367493289848,494.2636475288681,Default,Not Default,Fair
0.1778221971924697,557.7417380684919,Not Default,Not Default,Good
0.8940173932954164,452.0319304472202,Default,Not Default,Fair
0.07720272115124528,585.1472410196043,Not Default,Not Default,Good
0.7917563758451055,475.02575300046504,Default,Not Default,Fair
0.09651377825270885,578.0953536920383,Not Default,Not Default,Good
0.42263427768611644,522.5629516428996,Not Default,Default,Fair
0.10681491804877481,574.8383581766794,Not Default,Not Default,Good
0.13589942818538203,566.9346351067778,Not Default,Not Default,Good
0.7443352038543728,482.7274591225591,Default,Not Default,Fair
0.12995064656232194,568.4241066641546,Not Default,Not Default,Good
0.17206215568685224,558.893291035317,Not Default,Not Default,Good
0.18744262688222307,555.8818501962492,Not Default,Not Default,Good
0.2500821063866066,545.2480543553671,Not Default,Not Default,Fair
0.3012894005139689,537.8323402422478,Not Default,Not Default,Fair
0.7947797401699991,474.4937994444583,Default,Not Default,Fair
0.23130110310568439,548.2143671374604,Not Default,Not Default,Fair
0.15134629281168932,563.3078910133045,Not Default,Not Default,Good
0.18203930865586726,556.9170681218673,Not Default,Not Default,Good
0.29598005407002753,538.5637650305264,Not Default,Not Default,Fair
0.1931463631074327,554.8136877089241,Not Default,Not Default,Good
0.10434391238720296,575.5934069361393,Not Default,Not Default,Good
0.9548841707961006,425.4890353991431,Default,Not Default,Poor
0.43195044068879557,521.464458236207,Not Default,Not Default,Fair
0.3964133372221167,525.6925466043529,Not Default,Not Default,Fair
0.27386565198129575,541.696801341535,Not Default,Not Default,Fair
0.24489346366508993,546.051956849594,Not Default,Not Default,Fair
0.4900267833763554,514.7126556061676,Not Default,Not Default,Fair
0.18727326435658112,555.913946163734,Not Default,Not Default,Good
0.21649345965765746,550.673875630067,Not Default,Not Default,Good
0.2836034370029087,540.2991060834328,Not Default,Not Default,Fair
0.3322987918916829,533.6958701545567,Not Default,Not Default,Fair
0.7846190970065253,476.2593958496191,Default,Default,Fair
0.18746980908204375,555.8767009636026,Not Default,Not Default,Good
0.6939742829554773,489.9368519977978,Default,Not Default,Fair
0.1012634942224796,576.5571187410274,Not Default,Not Default,Good
0.7122656522457502,487.40787869945814,Default,Not Default,Fair
0.28415556974121575,540.2207400262245,Not Default,Not Default,Fair
0.647269045945961,496.04549157146215,Default,Not Default,Fair
0.13085943660902685,568.192869180355,Not Default,Not Default,Good
0.19048663527995743,555.3087404735397,Not Default,Not Default,Good
0.6735969342600916,492.6568188141946,Default,Not Default,Fair
0.28217463070594667,540.502330608187,Not Default,Not Default,Fair
0.6522207344198684,495.4176704356914,Default,Default,Fair
0.20922692868533832,551.9253420301484,Not Default,Not Default,Good
0.11867384119556741,571.4149193857362,Not Default,Not Default,Good
0.1255461842563802,569.5647182827148,Not Default,Not Default,Good
0.6365195686704865,497.39489466311625,Default,Default,Fair
0.20863039493247917,552.0294840800385,Not Default,Not Default,Good
0.025192614886263773,619.0423261093532,Not Default,Not Default,Good
0.2852293013518774,540.0686040521762,Not Default,Not Default,Fair
0.2783240800515653,541.053145785739,Not Default,Not Default,Fair
0.20757847186545264,552.2136630394002,Not Default,Not Default,Good
0.1814620973155506,557.0290577883724,Not Default,Not Default,Good
0.16113431867601397,561.1649587249667,Not Default,Not Default,Good
0.5212811510975135,511.10377643378473,Default,Not Default,Fair
0.09523153206651624,578.5221861635639,Not Default,Not Default,Good
0.12459781123898478,569.8147834185568,Not Default,Not Default,Good
0.17585256059340815,558.1321604104265,Not Default,Not Default,Good
0.24587472262918622,545.8990537598273,Not Default,Not Default,Fair
0.40888811220792887,524.1959404110222,Not Default,Not Default,Fair
0.5081354886528129,512.6223928965505,Default,Not Default,Fair
0.24298203437990568,546.3509959239766,Not Default,Not Default,Fair
0.6018061668885741,501.644877852593,Default,Not Default,Fair
0.5591322380769115,506.7045672152765,Default,Not Default,Fair
0.1031387665387241,575.9673997965051,Not Default,Not Default,Good
0.3548645064139186,530.8081162833716,Not Default,Not Default,Fair
0.43497943135445843,521.1085621986606,Not Default,Not Default,Fair
0.4339779148265683,521.2261724999078,Not Default,Not Default,Fair
0.14863122792000696,563.9223763167728,Not Default,Not Default,Good
0.38608037993013367,526.9444088392084,Not Default,Not Default,Fair
0.13662834212545905,566.7559370448698,Not Default,Not Default,Good
0.49999991083529993,513.5614483932504,Default,Not Default,Fair
0.5186487037517348,511.40808783176226,Default,Not Default,Fair
0.24330951002808243,546.2996501585228,Not Default,Not Default,Fair
0.40626178203479507,524.5097846356172,Not Default,Not Default,Fair
0.6969881114511376,489.52624510540403,Default,Not Default,Fair
0.31542125419020034,535.9201705878443,Not Default,Not Default,Fair
0.6852245490386444,491.116361944015,Default,Not Default,Fair
0.2674856855088484,542.6293433937701,Not Default,Not Default,Fair
0.0824286896715354,583.0934744426111,Not Default,Not Default,Good
0.9058020147700564,448.25288529377775,Default,Not Default,Poor
0.3319901823073309,533.7360126534394,Not Default,Not Default,Fair
0.3621963778805163,529.888241541512,Not Default,Not Default,Fair
0.05835301244499408,593.8075835085492,Not Default,Not Default,Good
0.08676313825770399,581.47813713255,Not Default,Not Default,Good
0.47792088180335035,516.1113711251589,Not Default,Not Default,Fair
0.4170466787839524,523.2248680619838,Not Default,Not Default,Fair
0.19542366378237186,554.3939207716885,Not Default,Not Default,Good
0.14026976140885464,565.8750384181749,Not Default,Not Default,Good
0.23937629486871118,546.9194903167415,Not Default,Not Default,Fair
0.6166192090109278,499.84940251143377,Default,Not Default,Fair
0.11735710794671966,571.7799307594921,Not Default,Not Default,Good
0.35150382511046224,531.2325916199519,Not Default,Not Default,Fair
0.18642988736258,556.0741084655615,Not Default,Not Default,Good
0.3589800772858761,530.2907464354008,Not Default,Not Default,Fair
0.6210347569070447,499.3092685926144,Default,Not Default,Fair
0.7090752775152241,487.8555801833169,Default,Not Default,Fair
0.6060593895379546,501.13181758821196,Default,Not Default,Fair
0.3346935885987222,533.3849985367242,Not Default,Not Default,Fair
0.5264692449380449,510.50361559245556,Default,Not Default,Fair
0.18473770706625559,556.3971565618685,Not Default,Not Default,Good
0.6241425969320541,498.92763296206596,Default,Not Default,Fair
0.30571357822060863,537.2284446238303,Not Default,Not Default,Fair
0.5692273759995259,505.5198685172401,Default,Not Default,Fair
0.16489869601150936,560.368862653621,Not Default,Not Default,Good
0.6463588139551947,496.1604587517087,Default,Not Default,Fair
0.5181416520480804,511.4666888333086,Default,Not Default,Fair
0.265417061134784,542.9347236658311,Not Default,Not Default,Fair
0.06285202565669039,591.5263524679608,Not Default,Not Default,Good
0.17120715610969703,559.0668089342149,Not Default,Not Default,Good
0.49626201513255486,513.9928679184222,Not Default,Not Default,Fair
0.10363608320378973,575.812601650319,Not Default,Not Default,Good
0.15633566991821898,562.201880529317,Not Default,Not Default,Good
0.698040579135358,489.3823136529881,Default,Not Default,Fair
0.31080646884928365,536.5392906881896,Not Default,Not Default,Fair
0.577375515147642,504.55876658829186,Default,Not Default,Fair
0.23248838007861905,548.0220377319783,Not Default,Not Default,Fair
0.2584355790255941,543.976784639744,Not Default,Not Default,Fair
0.3195223677373866,535.3740543331413,Not Default,Not Default,Fair
0.2606955993989032,543.6374835169659,Not Default,Not Default,Fair
0.2047637696059716,552.7098984126407,Not Default,Not Default,Good
0.3913119740884898,526.3091126678956,Not Default,Not Default,Fair
0.07445614961968601,586.2782066441016,Not Default,Not Default,Good
0.42495321025841826,522.2889450467925,Not Default,Not Default,Fair
0.6618423993479289,494.1855993757026,Default,Not Default,Fair
0.47945578542294626,515.9338967312148,Not Default,Not Default,Fair
0.25547604922475026,544.4240423929737,Not Default,Not Default,Fair
0.6679163559410743,493.3990226004406,Default,Not Default,Fair
0.7652174395516931,479.47054802410497,Default,Default,Fair
0.3225698832725006,534.9706456824753,Not Default,Not Default,Fair
0.05457743892724718,595.8530919159048,Not Default,Not Default,Good
0.3973928612252516,525.5744742558963,Not Default,Not Default,Fair
0.6201965411532339,499.41198938314074,Default,Default,Fair
0.5459648826700373,508.2413526890398,Default,Not Default,Fair
0.8453938370378312,464.54092279240047,Default,Default,Fair
0.5175004181782807,511.5407913741316,Default,Not Default,Fair
0.19803224058547514,553.9176163389901,Not Default,Not Default,Good
0.5582624176333548,506.8063609647,Default,Not Default,Fair
0.19595254313538252,554.2969652725358,Not Default,Not Default,Good
0.7261251510307938,485.42740927841885,Default,Not Default,Fair
0.5070778769646392,512.7444860911738,Default,Not Default,Fair
0.7178291214233041,486.62001109681154,Default,Not Default,Fair
0.4619914004625405,517.9567028132856,Not Default,Not Default,Fair
0.11160692227037955,573.4168709105776,Not Default,Not Default,Good
0.787399535527079,475.7824158479117,Default,Not Default,Fair
0.24405551177888013,546.1828573391732,Not Default,Not Default,Fair
0.5841284221290466,503.7584882085648,Default,Not Default,Fair
0.6628032743727373,494.06163404612914,Default,Not Default,Fair
0.407501698695658,524.3615369919397,Not Default,Not Default,Fair
0.10633110105278418,574.9849737234215,Not Default,Not Default,Good
0.38459563052762813,527.1252844037136,Not Default,Not Default,Fair
0.35827748943171034,530.3788818939379,Not Default,Not Default,Fair
0.6820494944564465,491.53995344761734,Default,Not Default,Fair
0.5241566462446555,510.7712118919193,Default,Not Default,Fair
0.677206771687647,492.1817163831193,Default,Default,Fair
0.33180464878179505,533.7601550243503,Not Default,Not Default,Fair
0.7837591514541191,476.4060119983291,Default,Not Default,Fair
0.3484257186999734,531.6230089119468,Not Default,Not Default,Fair
0.4327287738095138,521.3729507710549,Not Default,Not Default,Fair
0.17946906478217917,557.4178888908954,Not Default,Not Default,Good
0.1930677458965075,554.8282459234225,Not Default,Not Default,Good
0.1197219355772585,571.126874287356,Not Default,Not Default,Good
0.25220585896184156,544.9222256345859,Not Default,Not Default,Fair
0.16637065888603975,560.0615387914501,Not Default,Not Default,Good
0.21151023185786025,551.5287296666141,Not Default,Not Default,Good
0.3626994181589843,529.8254290413407,Not Default,Not Default,Fair
0.24135121999942968,546.6073984691387,Not Default,Not Default,Fair
0.16033829568459199,561.3352210165488,Not Default,Not Default,Good
0.3534909390169686,530.9813851980618,Not Default,Not Default,Fair
0.5712348506179621,505.2835110326383,Default,Not Default,Fair
0.23764858930550425,547.193964755671,Not Default,Not Default,Fair
0.24332427960909686,546.2973355027829,Not Default,Not Default,Fair
0.13975440599892705,565.9985347134535,Not Default,Not Default,Good
0.5996327638665098,501.90633215411975,Default,Not Default,Fair
0.06905061368506396,588.6209699458465,Not Default,Not Default,Good
0.11790943373998072,571.6263908542405,Not Default,Not Default,Good
0.45375849357639936,518.9137239826697,Not Default,Not Default,Fair
0.3038738757574823,537.4789594372688,Not Default,Not Default,Fair
0.2448906602586667,546.0523942778719,Not Default,Not Default,Fair
0.19860159435418656,553.8142867993035,Not Default,Not Default,Good
0.2787650538508108,540.9898298266276,Not Default,Not Default,Fair
0.17646943135103224,558.0095162200557,Not Default,Not Default,Good
0.655518951094143,494.997180662521,Default,Not Default,Fair
0.11552549252395573,572.2936245346914,Not Default,Not Default,Good
0.723116810709516,485.8624130752172,Default,Not Default,Fair
0.42596080313759316,522.1700095269207,Not Default,Not Default,Fair
0.22247045670161145,549.667112692484,Not Default,Not Default,Fair
0.7971333983554888,474.0756419974816,Default,Default,Fair
0.6074631852842581,500.96205785540576,Default,Default,Fair
0.39749030996043044,525.5627331695857,Not Default,Not Default,Fair
0.21730908786442085,550.5353217920709,Not Default,Not Default,Good
0.4103683550308171,524.0193275165005,Not Default,Not Default,Fair
0.6427252696097892,496.61807175158816,Default,Not Default,Fair
0.4202259303862619,522.8479505600227,Not Default,Not Default,Fair
0.5960769362490509,502.33307755348017,Default,Not Default,Fair
0.3253808443932303,534.6003173764245,Not Default,Not Default,Fair
0.4808009405812112,515.7783991299605,Not Default,Not Default,Fair
0.4717571806121363,516.8245735808732,Not Default,Not Default,Fair
0.18456183236520088,556.4308631632764,Not Default,Not Default,Good
0.09108420539693374,579.938914820446,Not Default,Not Default,Good
0.1561833505565245,562.2352158260582,Not Default,Not Default,Good
0.6537401281991111,495.22419703402045,Default,Not Default,Fair
0.7096830166771423,487.7705218856865,Default,Not Default,Fair
0.09806365291255022,577.586142344747,Not Default,Not Default,Good
0.6938360570340372,489.9556295040948,Default,Default,Fair
0.2013503319308796,553.3185370111712,Not Default,Not Default,Good
0.13707398608504534,566.6470794570989,Not Default,Not Default,Good
0.08827231873012899,580.9328376715225,Not Default,Not Default,Good
0.6677380732722319,493.422211786648,Default,Default,Fair
0.16563190671720124,560.2155055898993,Not Default,Not Default,Good
0.26292269443879235,543.3049833791597,Not Default,Not Default,Fair
0.4901819017281422,514.6947455125592,Not Default,Not Default,Fair
0.16309530559644017,560.748399755325,Not Default,Not Default,Good
0.510035920974438,512.4029806392233,Default,Not Default,Fair
0.24613125336119088,545.8591481493766,Not Default,Not Default,Fair
0.6274534581470058,498.51968252693854,Default,Default,Fair
0.6330982691960308,497.8207232795377,Default,Not Default,Fair
0.7360884272337551,483.964948624018,Default,Default,Fair
0.8606064462174015,461.0376420848742,Default,Not Default,Fair
0.2148860259364042,550.9480468291792,Not Default,Not Default,Good
0.3354918352015072,533.2816234963886,Not Default,Not Default,Fair
0.44153141340959745,520.3406390690895,Not Default,Not Default,Fair
0.6811920104540177,491.6539635148635,Default,Not Default,Fair
0.6704068529864442,493.0744250905043,Default,Default,Fair
0.13493072420947855,567.173373654444,Not Default,Not Default,Good
0.24021039856131085,546.7874653318225,Not Default,Not Default,Fair
0.741549156153406,483.1483897588687,Default,Not Default,Fair
0.25951632674074193,543.8142905361616,Not Default,Not Default,Fair
0.24866391831728982,545.4666621518758,Not Default,Not Default,Fair
0.5478090860055683,508.0266142819617,Default,Default,Fair
0.6482943014097484,495.91583448709804,Default,Not Default,Fair
0.595194144750896,502.4388345797462,Default,Not Default,Fair
0.45263079476728263,519.0450286973237,Not Default,Not Default,Fair
0.2262519279527301,549.0401145767302,Not Default,Not Default,Fair
0.04797676770125089,599.7732163349776,Not Default,Not Default,Good
0.8044588745690402,472.7505059369719,Default,Default,Fair
0.4889987080896403,514.8313638007851,Not Default,Not Default,Fair
0.3817086675090112,527.4777348011844,Not Default,Not Default,Fair
0.10067833441689983,576.7431175162966,Not Default,Not Default,Good
0.41618703450583777,523.3269226937474,Not Default,Not Default,Fair
0.5130608488905679,512.0536693473592,Default,Not Default,Fair
0.1667004582733299,559.9929804276483,Not Default,Not Default,Good
0.6322122473559171,497.93072720205595,Default,Not Default,Fair
0.7988989337153771,473.7595926512894,Default,Not Default,Fair
0.13624805652131888,566.849066113874,Not Default,Not Default,Good
0.5685656408482326,505.59772127490646,Default,Not Default,Fair
0.13683421304576365,566.7056118188698,Not Default,Not Default,Good
0.38705188982088473,526.8261971608447,Not Default,Not Default,Fair
0.6844212565847536,491.22374740134353,Default,Not Default,Fair
0.6342876882543533,497.67287523741453,Default,Not Default,Fair
0.6911698686765982,490.3169019505467,Default,Default,Fair
0.387108331322374,526.8193328250137,Not Default,Not Default,Fair
0.5647858645629323,506.0418667758573,Default,Not Default,Fair
0.5024090004643132,513.2833997089896,Default,Not Default,Fair
0.7684562559039764,478.9478709249172,Default,Not Default,Fair
0.6930461645974823,490.0628429295574,Default,Not Default,Fair
0.47606887193199304,516.3255756674623,Not Default,Not Default,Fair
0.3174895410901687,535.6442798557623,Not Default,Not Default,Fair
0.4424383924296642,520.2345309737309,Not Default,Not Default,Fair
0.07621219150200809,585.5507941120823,Not Default,Not Default,Good
0.12216666142706656,570.463366632392,Not Default,Not Default,Good
0.5846891293937461,503.69187541107493,Default,Default,Fair
0.39675485628961404,525.6513683943003,Not Default,Not Default,Fair
0.10217481131357013,576.2693379586531,Not Default,Not Default,Good
0.3517152465524654,531.2058334559554,Not Default,Not Default,Fair
0.390105379444269,526.455360064598,Not Default,Not Default,Fair
0.3643391641785389,529.6209405042506,Not Default,Not Default,Fair
0.12994504339516763,568.4255366236782,Not Default,Not Default,Good
0.7697088416004654,478.7443621632462,Default,Not Default,Fair
0.4039682288455293,524.7843861416353,Not Default,Default,Fair
0.5152383242867371,511.80215288686645,Default,Not Default,Fair
0.5528341474550293,507.44070392836187,Default,Not Default,Fair
0.8409910770082892,465.50178276317877,Default,Not Default,Fair
0.315003673341574,535.9759900858126,Not Default,Default,Fair
0.4953988065317888,514.0925026133679,Not Default,Not Default,Fair
0.3030099198569264,537.5969000655174,Not Default,Not Default,Fair
0.5818633309870108,504.0273228524657,Default,Not Default,Fair
0.09617174166461828,578.2087123503105,Not Default,Not Default,Good
0.8986455489686592,450.59458326945446,Default,Default,Fair
0.5314787373894974,509.9234890340924,Default,Not Default,Fair
0.6223694733729617,499.1455199766041,Default,Not Default,Fair
0.3631483858043736,529.7694000584867,Not Default,Not Default,Fair
0.5251008482231899,510.6619711673245,Default,Not Default,Fair
0.40376805049242115,524.8083766652103,Not Default,Not Default,Fair
0.5803071751349865,504.2117787396349,Default,Not Default,Fair
0.2585073041952069,543.9659868299252,Not Default,Not Default,Fair
0.388579241852772,526.6405721066534,Not Default,Not Default,Fair
0.3072300310301935,537.022581075281,Not Default,Not Default,Fair
0.18149090754698124,557.0234615045724,Not Default,Not Default,Good
0.2964825688139077,538.4942157694801,Not Default,Not Default,Fair
0.7975376681515466,474.0034552926682,Default,Not Default,Fair
0.1762681334900529,558.0495004943515,Not Default,Not Default,Good
0.580082292903961,504.2384189726628,Default,Not Default,Fair
0.46346069914582644,517.7861750044653,Not Default,Not Default,Fair
0.3764217033754218,528.125856191894,Not Default,Not Default,Fair
0.32519848780177474,534.6242912593688,Not Default,Not Default,Fair
0.3199007123722608,535.3238616125764,Not Default,Not Default,Fair
0.17529257712164595,558.2437878472726,Not Default,Not Default,Good
0.07936209204674644,584.2836758207184,Not Default,Not Default,Good
0.3880547865512174,526.7042810269517,Not Default,Not Default,Fair
0.437378211650516,520.8271195232353,Not Default,Default,Fair
0.7753914479987064,477.81119882806604,Default,Not Default,Fair
0.4522006078665831,519.0951327769428,Not Default,Not Default,Fair
0.8991551032280888,450.4327996654918,Default,Default,Fair
0.4710662228512443,516.9045824626726,Not Default,Not Default,Fair
0.14260033602454836,565.3212475099112,Not Default,Not Default,Good
0.08345555844841254,582.7039338896045,Not Default,Not Default,Good
0.1931268989200423,554.8172916373828,Not Default,Not Default,Good
0.2142031132628534,551.0649781695274,Not Default,Not Default,Good
0.2946868235742908,538.7430668560563,Not Default,Not Default,Fair
0.06289871990092448,591.5034864795074,Not Default,Not Default,Good
0.36049277715011063,530.1012440966792,Not Default,Not Default,Fair
0.8870162679475847,454.1045280508958,Default,Not Default,Fair
0.6227644177303271,499.0970230197467,Default,Default,Fair
0.49386431418783583,514.2696275311102,Not Default,Not Default,Fair
0.36758700707988856,529.2170627997504,Not Default,Not Default,Fair
0.12445580854492487,569.8523667648984,Not Default,Not Default,Good
0.1912191372184075,555.1718770092978,Not Default,Not Default,Good
0.25564814757335735,544.3979414421361,Not Default,Not Default,Fair
0.05840514136696249,593.7802213735141,Not Default,Not Default,Good
0.6617447360112152,494.19818954848125,Default,Not Default,Fair
0.2449737515125341,546.0394306065955,Not Default,Not Default,Fair
0.15325028907880722,562.8823539799637,Not Default,Not Default,Good
0.6042084654227478,501.35532526294526,Default,Not Default,Fair
0.8166959288948314,470.45023393761545,Default,Not Default,Fair
0.6066522753962089,501.06014644875535,Default,Not Default,Fair
0.46246567515205284,517.9016499375707,Not Default,Not Default,Fair
0.19399477065841012,554.6568668110841,Not Default,Not Default,Good
0.7568662748923759,480.7956701030994,Default,Not Default,Fair
0.28009811153299047,540.7987990280587,Not Default,Not Default,Fair
0.4832383796210227,515.4967158074561,Not Default,Not Default,Fair
0.32469830237829445,534.6900849517228,Not Default,Not Default,Fair
0.8614395006102632,460.8367692249576,Default,Default,Fair
0.529881729030716,510.10850548361844,Default,Default,Fair
0.057474221855246345,594.2723409666708,Not Default,Not Default,Good
0.46280650325744177,517.8620921541634,Not Default,Not Default,Fair
0.2525212186313306,544.873998256885,Not Default,Not Default,Fair
0.5990445537146517,501.9770106630583,Default,Not Default,Fair
0.44613733711515124,519.802245993575,Not Default,Not Default,Fair
0.7316303315531989,484.62357286830746,Default,Default,Fair
0.745275747214366,482.5846784166736,Default,Not Default,Fair
0.5461751228497349,508.21687992308114,Default,Not Default,Fair
0.4304437351856515,521.641712070966,Not Default,Not Default,Fair
0.8965986579377725,451.2372895188297,Default,Not Default,Fair
0.13488842552447067,567.1838311364235,Not Default,Not Default,Good
0.48273415598773856,515.5549785478178,Not Default,Not Default,Fair
0.5432259684833203,508.5600018007755,Default,Not Default,Fair
0.5988819704771128,501.99654038060817,Default,Not Default,Fair
0.713730939051424,487.20126699399225,Default,Not Default,Fair
0.19352462169133489,554.7437052975936,Not Default,Not Default,Good
0.4857339558536411,515.2084092128748,Not Default,Not Default,Fair
0.38749629807850544,526.7721588205347,Not Default,Not Default,Fair
0.37096643205705193,528.7984053254463,Not Default,Not Default,Fair
0.4277144991291205,521.96317694013,Not Default,Not Default,Fair
0.1140839623039903,572.7029176978866,Not Default,Not Default,Good
0.20008273162408585,553.5465208529367,Not Default,Not Default,Good
0.6341589939600975,497.68888207803866,Default,Not Default,Fair
0.3954176995821373,525.8126639743081,Not Default,Not Default,Fair
0.3003916236051553,537.9554976769025,Not Default,Not Default,Fair
0.42887923927944116,521.8259250518215,Not Default,Not Default,Fair
0.9324735002678846,437.8106972108188,Default,Not Default,Poor
0.05709858831478812,594.4730371094415,Not Default,Not Default,Good
0.29781099432013564,538.3106859580158,Not Default,Not Default,Fair
0.180684575984239,557.1803504571408,Not Default,Not Default,Good
0.09972433837257436,577.0484234232142,Not Default,Not Default,Good
0.21848707083189586,550.3358747333116,Not Default,Not Default,Good
0.6531162775355029,495.30368367973244,Default,Not Default,Fair
0.07829146079766393,584.7091130892177,Not Default,Not Default,Good
0.3856635140348877,526.9951661717439,Not Default,Default,Fair
0.46638138110290356,517.4474143267629,Not Default,Not Default,Fair
0.29390185880727726,538.8521228102915,Not Default,Not Default,Fair
0.4873321628481226,515.0238171214602,Not Default,Not Default,Fair
0.18696858833209676,555.9717417390866,Not Default,Not Default,Good
0.4232156198608855,522.4942225176583,Not Default,Not Default,Fair
0.29288237440277404,538.9940150138985,Not Default,Not Default,Fair
0.42846522765318845,521.8747010778957,Not Default,Not Default,Fair
0.48028861526897487,515.8376191305791,Not Default,Default,Fair
0.09103724022053714,579.9552873030381,Not Default,Not Default,Good
0.6594524884050766,494.4931854825469,Default,Not Default,Fair
0.21442683858745223,551.0266411171531,Not Default,Not Default,Good
0.49242463811947274,514.4358199709493,Not Default,Not Default,Fair
0.18492988254824905,556.3603542586487,Not Default,Not Default,Good
0.7519882121633336,481.55541101342203,Default,Not Default,Fair
0.7280959616198517,485.1408175306865,Default,Not Default,Fair
0.36631198599622367,529.37543449907,Not Default,Not Default,Fair
0.16227893501339238,560.9213223354179,Not Default,Not Default,Good
0.22200641429052395,549.7445761159305,Not Default,Not Default,Fair
0.649746669412533,495.7318668209207,Default,Not Default,Fair
0.7002550168225129,489.0785419680983,Default,Not Default,Fair
0.8159454495935263,470.5946523968779,Default,Default,Fair
0.27223662307484514,541.933603938007,Not Default,Not Default,Fair
0.4605423253905609,518.1249585139517,Not Default,Not Default,Fair
0.27268072994550585,541.8689591088726,Not Default,Not Default,Fair
0.614104418172785,500.1559689776414,Default,Not Default,Fair
0.48176972654631084,515.6664292133216,Not Default,Not Default,Fair
0.6878999234794855,490.7576384186273,Default,Not Default,Fair
0.3126477434485797,536.2916689245562,Not Default,Not Default,Fair
0.24852723586610162,545.487775162054,Not Default,Not Default,Fair
0.3253886696409787,534.5992887698949,Not Default,Not Default,Fair
0.5794124294706502,504.31774973900457,Default,Not Default,Fair
0.5594175620674229,506.67116696486573,Default,Not Default,Fair
0.3954543740121352,525.8082375870556,Not Default,Not Default,Fair
0.040880798358195074,604.6057351431527,Not Default,Not Default,Good
0.2602979685779869,543.6970418050998,Not Default,Not Default,Fair
0.527994081472305,510.3271019412199,Default,Not Default,Fair
0.30346835748880835,537.5342940801013,Not Default,Not Default,Fair
0.2563475799741767,544.2919819258822,Not Default,Not Default,Fair
0.47857404229603834,516.0358432510654,Not Default,Not Default,Fair
0.6675079548318495,493.45213400068894,Default,Not Default,Fair
0.1929544784140162,554.8492285535397,Not Default,Not Default,Good
0.5283240166737516,510.2889011068379,Default,Not Default,Fair
0.715654703369133,486.9290435454401,Default,Default,Fair
0.7605516511004818,480.21480328297025,Default,Not Default,Fair
0.44255254074614886,520.2211798808135,Not Default,Not Default,Fair
0.39981035685371163,525.2834896884872,Not Default,Not Default,Fair
0.5200703886401745,511.2437567413908,Default,Not Default,Fair
0.09289576306770839,579.3131109084836,Not Default,Not Default,Good
0.2224240080721721,549.6748612446526,Not Default,Not Default,Fair
0.1297128130189937,568.4848493037339,Not Default,Not Default,Good
0.00019765020292731458,759.650993422774,Not Default,Not Default,Excellent
0.7042697655716288,488.52451006651506,Default,Not Default,Fair
0.05042441331573736,598.2632090178771,Not Default,Not Default,Good
0.20399122845447495,552.8469823084841,Not Default,Not Default,Good
0.14229828207490897,565.3925934139702,Not Default,Not Default,Good
0.7023137387553758,488.79497775236445,Default,Not Default,Fair
0.08474292166662098,582.2216831371924,Not Default,Not Default,Good
0.7092320533974673,487.83364810191495,Default,Not Default,Fair
0.7064806173869705,488.2175540028548,Default,Not Default,Fair
0.9250933255543693,441.03278336814276,Default,Default,Poor
0.7033385709750651,488.65339865727367,Default,Not Default,Fair
0.0832165735326485,582.7942015441514,Not Default,Not Default,Good
0.5865826491182698,503.4667289364899,Default,Not Default,Fair
0.21702574424192794,550.5834117578275,Not Default,Not Default,Good
0.5422726636799127,508.6708383009275,Default,Not Default,Fair
0.24224165833159755,546.467254941328,Not Default,Not Default,Fair
0.2528373150858956,544.8256982087066,Not Default,Not Default,Fair
0.30556850232017935,537.2481690375146,Not Default,Not Default,Fair
0.19811419086330392,553.9027297739783,Not Default,Not Default,Good
0.8969624893959239,451.123877899224,Default,Not Default,Fair
0.373218646807252,528.5202619420041,Not Default,Not Default,Fair
